RegionID,SizeRank,RegionName,RegionType,StateName,11/30/2023
394721,565,Jasper - IN,msa,IN,138518.7406
394556,566,Edwards - CO,msa,CO,863272.3414
394547,567,Durango - CO,msa,CO,512543.7355
394750,568,Kinston - NC,msa,NC,77245.29632
753920,569,Sonora - CA,msa,CA,323209.5955
395157,570,Tiffin - OH,msa,OH,118782.1838
394366,571,Batesville - AR,msa,AR,111973.3476
394989,572,Point Pleasant - WV,msa,OH,94647.43899
394566,573,Elko - NV,msa,NV,218232.1478
394517,574,Danville - KY,msa,KY,131211.5051
394632,575,Glasgow - KY,msa,KY,129885.7013
395122,576,St. Marys - GA,msa,GA,186089.0746
394402,577,Boone - NC,msa,NC,374185.3371
395204,578,Warrensburg - MO,msa,MO,156934.9658
394634,579,Gloversville - NY,msa,NY,158882.186
394604,580,Fort Leonard Wood - MO,msa,MO,119633.1444
394993,581,Poplar Bluff - MO,msa,MO,88589.76597
394562,582,Elizabeth City - NC,msa,NC,132030.0214
394967,583,Payson - AZ,msa,AZ,334164.1524
394344,584,Athens - TN,msa,TN,159123.2736
394571,585,Enterprise - AL,msa,AL,128896.2228
394339,586,Ashland - OH,msa,OH,151551.9595
395073,587,Scottsboro - AL,msa,AL,140918.2328
394861,588,Milledgeville - GA,msa,GA,116880.1853
394742,589,Kerrville - TX,msa,TX,268383.7344
394363,590,Bartlesville - OK,msa,OK,89180.97893
394985,591,Platteville - WI,msa,WI,155746.2208
394503,592,Corsicana - TX,msa,TX,143880.6485
394652,593,Greenville - OH,msa,OH,134736.3997
395029,594,Rochelle - IL,msa,IL,130663.4118
394933,597,Oil City - PA,msa,PA,104642.4406
394838,598,Mason City - IA,msa,IA,125278.1537
394717,599,Jacksonville - TX,msa,TX,127572.304
394625,600,Galesburg - IL,msa,IL,71738.58018
394954,601,Pahrump - NV,msa,NV,242358.9966
394963,602,Paris - TX,msa,TX,115661.1775
395234,603,Winona - MN,msa,MN,175355.2032
753905,604,Newport - OR,msa,OR,423815.9195
394878,605,Morgan City - LA,msa,LA,68311.74555
395091,606,Shelbyville - TN,msa,TN,210008.9793
394326,607,Amsterdam - NY,msa,NY,155861.2373
753911,608,Ozark - AL,msa,AL,95373.06244
394628,610,Gardnerville Ranchos - NV,msa,NV,493021.3556
394608,611,Fort Polk South - LA,msa,LA,109078.2655
394437,612,Ca-¦on City - CO,msa,CO,253928.1191
394906,614,New Castle - IN,msa,IN,103316.4655
394478,615,Clovis - NM,msa,NM,114709.9532
394919,616,Norfolk - NE,msa,NE,166849.1984
394431,617,Cadillac - MI,msa,MI,157878.7411
395043,618,Ruston - LA,msa,LA,140307.0786
395097,619,Sidney - OH,msa,OH,145384.2726
395008,620,Pullman - WA,msa,WA,239143.2396
394819,621,Malone - NY,msa,NY,154087.109
394527,622,Del Rio - TX,msa,TX,150003.9044
394391,623,Blackfoot - ID,msa,ID,246296.7145
395017,624,Red Wing - MN,msa,MN,252340.3239
394918,625,Nogales - AZ,msa,AZ,253517.5116
395144,626,Tahlequah - OK,msa,OK,133342.6148
394739,627,Kendallville - IN,msa,IN,158192.8976
394876,628,Montrose - CO,msa,CO,359716.918
394504,629,Cortland - NY,msa,NY,148852.219
394887,630,Mount Sterling - KY,msa,KY,127066.9422
394477,631,Clinton - IA,msa,IA,109370.0931
753916,632,Sandpoint - ID,msa,ID,530768.3143
753865,633,Bardstown - KY,msa,KY,174136.1908
395201,634,Wapakoneta - OH,msa,OH,146333.4106
394987,635,Plymouth - IN,msa,IN,175671.6287
394789,636,Lewistown - PA,msa,PA,135191.9742
394379,637,Bemidji - MN,msa,MN,221307.2019
394377,638,Bellefontaine - OH,msa,OH,163339.4874
395087,639,Seymour - IN,msa,IN,144608.2662
394426,640,Burley - ID,msa,ID,205622.3273
394548,641,Durant - OK,msa,OK,119053.4042
394883,642,Moultrie - GA,msa,GA,123267.8832
394398,643,Bogalusa - LA,msa,LA,100371.1447
394500,644,Cornelia - GA,msa,GA,174023.6511
753889,645,Hillsdale - MI,msa,MI,158647.7862
395155,646,Thomasville - GA,msa,GA,148904.2212
394961,647,Paragould - AR,msa,AR,99601.51294
394427,649,Burlington - IA,msa,IA,93933.66662
394817,650,Madisonville - KY,msa,KY,102798.6148
394850,651,Menomonie - WI,msa,WI,217691.2096
753918,652,Shawano - WI,msa,WI,194060.4207
395189,653,Vicksburg - MS,msa,MS,114459.2111
394375,654,Bedford - IN,msa,IN,132296.0851
395208,656,Washington - NC,msa,NC,129862.1497
394616,657,Freeport - IL,msa,IL,104474.7594
394667,658,Harrison - AR,msa,AR,142148.7981
395037,659,Rolla - MO,msa,MO,125570.2052
394482,660,Coldwater - MI,msa,MI,153143.9558
753904,661,Marion - NC,msa,NC,199082.8154
394695,662,Huntingdon - PA,msa,PA,138262.7857
394567,663,Ellensburg - WA,msa,WA,428401.9639
394990,664,Ponca City - OK,msa,OK,52688.91181
394779,665,Lawrenceburg - TN,msa,TN,165390.7435
394842,666,McAlester - OK,msa,OK,81093.71034
394886,667,Mount Pleasant - TX,msa,TX,158777.7832
395228,668,Willmar - MN,msa,MN,196537.632
395034,669,Rockingham - NC,msa,NC,117256.9712
394895,670,Muscatine - IA,msa,IA,126830.6417
394785,671,Lewisburg - PA,msa,PA,198616.0689
394349,672,Auburn - IN,msa,IN,143693.4147
394545,673,Duncan - OK,msa,OK,58497.5956
395081,674,Sedalia - MO,msa,MO,99457.24428
394448,675,Cedartown - GA,msa,GA,125163.871
394677,676,Henderson - NC,msa,NC,96118.29706
394297,677,Aberdeen - SD,msa,SD,159674.9347
395032,678,Rock Springs - WY,msa,WY,181538.9331
394627,679,Garden City - KS,msa,KS,169244.6763
395129,680,Stephenville - TX,msa,TX,181857.3975
394449,681,Celina - OH,msa,OH,161090.576
395230,682,Wilmington - OH,msa,OH,140440.0122
394424,683,Bucyrus - OH,msa,OH,100955.1008
394319,684,Alma - MI,msa,MI,111797.44
394558,685,El Campo - TX,msa,TX,104704.6357
394891,686,Mountain Home - AR,msa,AR,170552.6567
394624,687,Gainesville - TX,msa,TX,155854.9478
395158,688,Tifton - GA,msa,GA,135710.0156
394845,690,McMinnville - TN,msa,TN,173654.9526
394341,691,Astoria - OR,msa,OR,435722.2688
394409,692,Bradford - PA,msa,PA,88564.26841
394574,693,Espa-¦ola - NM,msa,NM,279493.8305
394844,694,McComb - MS,msa,MS,92390.11063
753866,695,Big Stone Gap - VA,msa,VA,68876.65363
394833,696,Marshalltown - IA,msa,IA,99908.04807
394384,697,Big Rapids - MI,msa,MI,157160.3182
394354,698,Austin - MN,msa,MN,136466.2226
395082,699,Selinsgrove - PA,msa,PA,175059.9533
395219,700,West Plains - MO,msa,MO,120308.1975
394934,701,Okeechobee - FL,msa,FL,195471.0817
394690,702,Houghton - MI,msa,MI,153957.9203
394881,703,Moscow - ID,msa,ID,302813.5098
394476,704,Clewiston - FL,msa,FL,202370.0383
395026,705,Riverton - WY,msa,WY,255517.8044
394560,706,El Dorado - AR,msa,AR,87818.50859
394981,708,Pittsburg - KS,msa,KS,70446.64184
394663,709,Hannibal - MO,msa,MO,112522.4287
395203,710,Warren - PA,msa,PA,114968.7472
394315,711,Alexandria - MN,msa,MN,259419.9233
395178,712,Urbana - OH,msa,OH,159352.6722
394654,713,Greenwood - MS,msa,MS,52832.31901
394434,714,Cambridge - OH,msa,OH,117631.5846
394526,716,Defiance - OH,msa,OH,117291.5092
395099,717,Sikeston - MO,msa,MO,95132.04727
394300,720,Ada - OK,msa,OK,87923.91591
394422,721,Brownwood - TX,msa,TX,123077.1338
394507,722,Crawfordsville - IN,msa,IN,146752.4039
394801,723,Logansport - IN,msa,IN,101178.641
395072,724,Scottsbluff - NE,msa,NE,132374.2314
394914,726,Newberry - SC,msa,SC,133414.8882
394799,727,Lock Haven - PA,msa,PA,158836.4178
394451,728,Centralia - IL,msa,IL,61083.52658
394554,729,Easton - MD,msa,MD,329496.8165
394948,730,Owatonna - MN,msa,MN,202686.3813
394771,733,Laramie - WY,msa,WY,270331.2714
394894,734,Murray - KY,msa,KY,134918.6827
394617,735,Fremont - NE,msa,NE,169151.968
394382,736,Bennington - VT,msa,VT,264564.3124
395069,738,Sault Ste. Marie - MI,msa,MI,139649.0644
394436,739,Campbellsville - KY,msa,KY,110622.1379
394550,740,Dyersburg - TN,msa,TN,87662.73867
394573,742,Escanaba - MI,msa,MI,120719.657
394840,743,Mayfield - KY,msa,KY,92471.86261
394745,744,Kill Devil Hills - NC,msa,NC,381970.0403
395137,745,Sulphur Springs - TX,msa,TX,159849.0981
394702,746,Hutchinson - MN,msa,MN,224435.7234
394506,747,Coshocton - OH,msa,OH,117763.131
394696,748,Huntington - IN,msa,IN,114933.7616
395192,750,Vincennes - IN,msa,IN,85048.94067
394370,751,Bay City - TX,msa,TX,184581.5537
394920,752,North Platte - NE,msa,NE,118941.6832
394973,753,Peru - IN,msa,IN,88350.10138
394992,754,Pontiac - IL,msa,IL,98066.00888
394781,755,Lebanon - MO,msa,MO,117391.1478
394915,756,Newport - TN,msa,TN,217764.8926
394525,757,Decatur - IN,msa,IN,151152.2863
395191,758,Vidalia - GA,msa,GA,119706.7465
394413,759,Brenham - TX,msa,TX,247416.0933
395187,760,Vernal - UT,msa,UT,216147.022
394947,762,Ottumwa - IA,msa,IA,81923.16745
394430,764,Butte - MT,msa,MT,207184.6004
394417,766,Brookhaven - MS,msa,MS,141624.6082
394569,767,Emporia - KS,msa,KS,99995.70441
394713,768,Jackson - WY,msa,WY,1013236.549
394385,770,Big Spring - TX,msa,TX,97074.80699
394557,771,Effingham - IL,msa,IL,118669.9094
394536,772,Dodge City - KS,msa,KS,145068.3735
394331,774,Angola - IN,msa,IN,223937.6714
394535,775,Dixon - IL,msa,IL,110169.2623
394777,776,Laurinburg - NC,msa,NC,58215.00863
395149,777,Taos - NM,msa,NM,444085.7718
394419,778,Brookings - SD,msa,SD,219744.2232
394324,779,Americus - GA,msa,GA,78893.85887
394491,780,Columbus - NE,msa,NE,191425.737
395150,781,Taylorville - IL,msa,IL,68963.84625
394335,782,Arcadia - FL,msa,FL,192747.7515
394786,783,Lewisburg - TN,msa,TN,207319.2536
395084,784,Seneca Falls - NY,msa,NY,157956.7711
394533,785,Dickinson - ND,msa,ND,177465.8033
395207,787,Washington - IN,msa,IN,128840.3916
753902,789,Malvern - AR,msa,AR,97796.12207
394613,790,Frankfort - IN,msa,IN,133035.8456
394815,791,Madison - IN,msa,IN,154499.556
394414,792,Brevard - NC,msa,NC,339515.5243
395141,793,Susanville - CA,msa,CA,154010.8238
394984,795,Plainview - TX,msa,TX,77973.99255
753878,797,Dayton - TN,msa,TN,182772.5034
753892,798,Jackson - OH,msa,OH,106881.415
394433,799,Cambridge - MD,msa,MD,184537.2728
394730,802,Juneau - AK,msa,AK,352108.1161
394481,803,Coffeyville - KS,msa,KS,44323.10677
394774,804,Las Vegas - NM,msa,NM,216662.0211
394383,805,Berlin - NH,msa,NH,220123.2241
394473,806,Cleveland - MS,msa,MS,83670.26982
394670,807,Hastings - NE,msa,NE,141555.4737
394749,809,Kingsville - TX,msa,TX,103827.5216
395196,810,Wabash - IN,msa,IN,115544.7274
753871,811,Breckenridge - CO,msa,CO,822704.6365
394310,814,Albert Lea - MN,msa,MN,127389.325
395093,815,Sheridan - WY,msa,WY,304486.7324
395176,816,Union City - TN,msa,TN,104654.5468
394855,817,Miami - OK,msa,OK,58848.17326
394708,818,Iron Mountain - MI,msa,MI,124929.3979
394725,819,Jesup - GA,msa,GA,137060.6897
394846,820,McPherson - KS,msa,KS,133834.2422
394751,821,Kirksville - MO,msa,MO,101408.0834
753901,822,Ludington - MI,msa,MI,202908.8182
394320,824,Alpena - MI,msa,MI,134186.6578
395206,825,Washington Court House - OH,msa,OH,125841.4075
394673,826,Hays - KS,msa,KS,124057.3872
394606,827,Fort Morgan - CO,msa,CO,237783.7817
395185,828,Van Wert - OH,msa,OH,115115.0219
753926,831,Weatherford - OK,msa,OK,68641.57161
394892,832,Mountain Home - ID,msa,ID,235521.8365
394864,833,Mineral Wells - TX,msa,TX,205896.4543
395100,835,Silver City - NM,msa,NM,167813.7984
753879,836,Elkins - WV,msa,WV,101745.5925
394812,838,Macomb - IL,msa,IL,59484.9061
394921,841,North Vernon - IN,msa,IN,142710.4157
395154,843,Thomaston - GA,msa,GA,115033.1371
394642,845,Grants - NM,msa,NM,125669.5375
394615,847,Fredericksburg - TX,msa,TX,481942.4312
395159,848,Toccoa - GA,msa,GA,143199.9251
753923,849,The Dalles - OR,msa,OR,305582.7685
394649,850,Greensburg - IN,msa,IN,151159.2308
394706,851,Indianola - MS,msa,MS,59538.92308
394758,852,La Grande - OR,msa,OR,222168.2875
753909,854,Ottawa - KS,msa,KS,142381.2005
394912,855,New Ulm - MN,msa,MN,168760.1233
394791,856,Lexington - NE,msa,NE,132268.4308
394643,857,Great Bend - KS,msa,KS,65715.47717
395110,858,Spearfish - SD,msa,SD,305044.1982
395214,859,Wauchula - FL,msa,FL,141860.5585
394830,860,Marshall - MN,msa,MN,121105.0273
394529,861,Deming - NM,msa,NM,151640.1048
394854,862,Mexico - MO,msa,MO,94973.47679
394584,863,Fallon - NV,msa,NV,236414.216
394322,864,Altus - OK,msa,OK,39824.55103
753884,866,Hailey - ID,msa,ID,705313.7345
753921,867,Steamboat Springs - CO,msa,CO,762673.065
395138,868,Summerville - GA,msa,GA,132182.6389
394869,869,Moberly - MO,msa,MO,83076.22701
394858,870,Middlesborough - KY,msa,KY,67244.84545
395236,871,Woodward - OK,msa,OK,60923.88466
395004,872,Prineville - OR,msa,OR,339208.7282
394687,875,Hood River - OR,msa,OR,543532.761
394494,877,Connersville - IN,msa,IN,87556.39164
394868,878,Mitchell - SD,msa,SD,160971.627
394831,879,Marshall - MO,msa,MO,104512.866
394418,880,Brookings - OR,msa,OR,428404.0507
395198,882,Wahpeton - ND,msa,ND,116021.8361
394564,884,Elk City - OK,msa,OK,59764.08065
394793,885,Liberal - KS,msa,KS,85921.1228
395239,885,Worthington - MN,msa,MN,159710.1399
394945,887,Oskaloosa - IA,msa,IA,106280.1021
394959,888,Pampa - TX,msa,TX,66314.18362
394470,889,Clarksdale - MS,msa,MS,33004.08281
395130,890,Sterling - CO,msa,CO,182712.5234
394371,891,Beatrice - NE,msa,NE,117836.7014
394718,892,Jamestown - ND,msa,ND,139804.589
394656,894,Grenada - MS,msa,MS,56434.83078
394837,895,Maryville - MO,msa,MO,120153.4764
394337,896,Arkadelphia - AR,msa,AR,94170.06732
394659,898,Guymon - OK,msa,OK,85334.6595
394403,899,Borger - TX,msa,TX,64301.22983
394979,900,Pierre - SD,msa,SD,199486.7384
394700,901,Huron - SD,msa,SD,124206.4526
395135,903,Storm Lake - IA,msa,IA,129595.2446
394498,905,Cordele - GA,msa,GA,62296.7033
394578,906,Evanston - WY,msa,WY,203276.835
753914,908,Port Lavaca - TX,msa,TX,157188.3057
753908,909,Othello - WA,msa,WA,187561.5259
753925,910,Vineyard Haven - MA,msa,MA,1024944.726
394965,911,Parsons - KS,msa,KS,45737.02303
395003,912,Price - UT,msa,UT,181280.2343
394996,915,Portales - NM,msa,NM,96438.50626
394805,916,Los Alamos - NM,msa,NM,344243.128
395112,922,Spirit Lake - IA,msa,IA,255598.5599
394594,923,Fitzgerald - GA,msa,GA,48712.95794
753927,924,Winnemucca - NV,msa,NV,212298.3061
394841,925,Maysville - KY,msa,KY,68320.40049
395104,926,Snyder - TX,msa,TX,75895.37338
395111,928,Spencer - IA,msa,IA,123361.9788
394342,929,Atchison - KS,msa,KS,92195.37816
753880,930,Fairfield - IA,msa,IA,124776.5341
395186,932,Vermillion - SD,msa,SD,157921.5991
394743,936,Ketchikan - AK,msa,AK,281768.6677
753874,937,Craig - CO,msa,CO,191295.1175
